JobTitle,Description,Company,Job Link,Industry,Employment Type,Location,Compensation,Date posted
"Senior Java Developer Plus J2ee, .Net, Aws and Microservices, Auckland Park, R1056k per annum"," A great opportunity to work with an investment App business! The companies has placed a high value on performance, innovation, team work and amazing attitudes, this is what drives them to develop top tier app platforms for the millennials and other lik...",e-Merge IT Recruitment ,https://www.careers24.com/jobs/adverts/1601296-senior-java-developer-plus-j2ee-net-aws-and-microservices-auckland-park-r1056k-per-annum-san/?jobindex=92,IT,Permanent,Sandton,R1 055 000.00 - R1 056 000.00 Per Month,2019-11-08
Software Developer – C# - big 4 Bank," The banks are spending money on tech. They’re working to make sure that the rising Fintech products coming to market don’t make them obsolete.This creates an interesting scenario for you.You’ve got all the power, budget, growth on offer of a big corpor...",E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1601506-software-developer-c-big-4-bank-johannesburg/?jobindex=93,IT,Permanent,Johannesburg,R33 333.00 - R66 667.00 Per Month,2019-11-08
Software Developer – C# - Product shop – Sandton – Neg R600k – R800k P/A CTC, Software Developer role. You identify yourself as a  mid or perhaps senior if you are working for a small environment now.  This is a cool gig for a few reasons. The business are highly motivated to build their developers. They’re one of the people who...,E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1601723-software-developer-c-product-shop-sandton-neg-r600k-r800k-p-a-ctc-sandton/?jobindex=94,IT,Permanent,Sandton,R50 000.00 - R66 667.00 Per Month,2019-11-08
"Senior Java Developer, Johannesburg CBD, R1 Million per annum"," A great opportunity to gain experience with an insurance business that believes in the progress and advancing developments, equally with clients and their employees! Their ability to drive high performance and ‘make things happen' derives from the most...",E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1601230-senior-java-developer-johannesburg-cbd-r1-million-per-annum-johannesburg-cbd/?jobindex=95,IT,Permanent,Johannesburg CBD,R79 083.00 - R83 333.00 Per Month,2019-11-08
"Junior .Net Developer, Jnr-Level, Sandton, R350 000 -R400 000 per annum"," Introduction  Join a Sandton based client that as the philosophy to enhance the affluence of their clients as a Junior .Net Developer  This role would be ideal for a .Net and Angular Guru with a hunger to solve, automate and be part of an expanding tea...",E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1601229-junior-net-developer-jnr-level-sandton-r350-000-r400-000-per-annum-johannesburg/?jobindex=96,IT,Permanent,Johannesburg,R29 167.00 - R33 333.00 Per Month,2019-11-08
"Junior .Net Developer, Jnr-Level, Sandton, R300 000 -R400 000 per annum"," Introduction   Be part of a Sandton based client that embodies the philosophy to enhance the wealth of their clients as a Junior .Net Developer   This role would be ideal for a .Net and Angular Expert with a passion to solve, automate and be part of an...",E-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1601227-junior-net-developer-jnr-level-sandton-r300-000-r400-000-per-annum-johannesburg/?jobindex=97,IT,Permanent,Johannesburg,R25 000.00 - R33 333.00 Per Month,2019-11-08
Intermediate DevOps Engineer – Centurion - R800k per annum," Job Description  Do you fancy working for an award winning financial services company who invest in their employees, has an amazing work culture and only employ talented likeminded individuals? Why haven’t you sent me your CV yet then? Get in touch ASA...",e-Merge IT Recruitment,https://www.careers24.com/jobs/adverts/1601223-intermediate-devops-engineer-centurion-r800k-per-annum-centurion/?jobindex=98,IT,Permanent,Centurion,R58 333.00 - R66 667.00 Per Month (Negotiable),2019-11-08
SENIOR JAVA DEVELOPER," Modifies, develops, tests and maintains applications. Helps evaluate application systems, processes and requirements, makes changes to those systems and maintains them where necessary.  ·         Work as part of a project team to develop and test enter...",ADA Recruitment & HR Solutions,https://www.careers24.com/jobs/adverts/1625955-senior-java-developer-cape-town/?jobindex=99,IT,Permanent,Cape Town,Market Related,2019-11-08
Senior Linux Operator," Senior Linux Operator urgently needed for a permanent position based in Cape Town  Some essential skills include:   Familiar with the Redhat / CentOS Linux Operating System  Familiar with scripting in Perl, bash or similar  Previous exposure to any oth...",Tumaini Consulting,https://www.careers24.com/jobs/adverts/1625889-senior-linux-operator-cape-town/?jobindex=100,"IT, General",Permanent,Cape Town,R35 000.00 - R40 000.00 Per Month,2019-11-08
Software Developer," A leader in the payment solutions industry is looking a brilliant Software Developer to join their team. Your core role will entail developing new interfaces while enhancing performance and functions of existing systems.

",Communicate Cape Town IT,https://www.careers24.com/jobs/adverts/1625986-software-developer-cape-town/?jobindex=1,IT,Permanent,Cape Town,R31 667.00 - R40 000.00 Per Month,2019-11-08
Front End Java Developer," A Commercial Banking Company, with motivated teams of exceptional employees are paramount to their success. It is for this reason that they maintain a strong focus on developing their intellectual capital. They currently seek a Front End Developer",Network Finance 3,https://www.careers24.com/jobs/adverts/1626257-front-end-java-developer-centurion/?jobindex=2,IT,Permanent,Centurion,R80 000.00 - R96 000.00 Per Month,2019-11-08
Scrum Master (Contracting), Today I am calling on all Scrum Masters that are open to contracting opportunities and available immediately. ,Network Finance 3,https://www.careers24.com/jobs/adverts/1626361-scrum-master-contracting-johannesburg/?jobindex=3,IT,Permanent,Johannesburg,R64 000.00 - R80 000.00 Per Month,2019-11-08
Junior Project Manager (IT Systems), Leading Telecommunications company based in Stellenbosch is seeking to employ a Junior Systems Project Manager who will be responsible for Project Management of and overseeing the implementation of the National System Strategy.,Helderberg Personnel cc,https://www.careers24.com/jobs/adverts/1612259-junior-project-manager-it-systems-stellenbosch/?jobindex=4,IT,Permanent,Stellenbosch,Market Related,2019-11-08
Team 2- QA (2)," Automation Testers who come from Sports betting, Gaming or have testing experience within E-commerce Online Payments, HIT ME UP!

I have a QA position available at a Cape Town based online gaming software company.

",Hi-Tech Recruitment - Johannesburg,https://www.careers24.com/jobs/adverts/1626052-team-2-qa-2-cape-town-northern-suburbs/?jobindex=5,IT,Permanent,Cape Town Northern Suburbs,R25 000.00 - R30 000.00 Per Month,2019-11-08
QA," Senior Automation Engineer 

I have a Senior position available at a Global PeopleTech Startup based in Cape Town.

They use AI and advanced analytics to improve workplace culture and performance by using behavioural, neural and data science technology to improve employee experience in the workplace.

",Hi-Tech Recruitment - Johannesburg,https://www.careers24.com/jobs/adverts/1626040-qa-cape-town-northern-suburbs/?jobindex=6,IT,Permanent,Cape Town Northern Suburbs,R45 000.00 - R65 000.00 Per Month,2019-11-08
Team 2- QA (2)," Automation Testers who come from Sports betting, Gaming or have testing experience within E-commerce Online Payments, HIT ME UP!

I have a QA position available at a Cape Town based online gaming software company.

",Hi-Tech Recruitment - Johannesburg,https://www.careers24.com/jobs/adverts/1626039-team-2-qa-2-cape-town-northern-suburbs/?jobindex=7,IT,Permanent,Cape Town Northern Suburbs,R25 000.00 - R30 000.00 Per Month,2019-11-08
Mechatronics / PLC Technician," My client, a well-established international company specialised in the development and production of turnkey electronic plant machinery in the fresh fruit and vegetables market, is seeking to employ a PLC / Installations Technician. ",Helderberg Personnel cc,https://www.careers24.com/jobs/adverts/1606644-mechatronics-plc-technician-somerset-west/?jobindex=8,"Engineering, FMCG, IT",Permanent,Somerset West,Market Related,2019-11-08
IT Trainer , My client in the IT industry would like to recruit a Trainer. This person will train clients on their services being offered. This person needs to have SOLID I.T understanding and provide training on the companyâs Systems and Solutions. ,Helderberg Personnel cc,https://www.careers24.com/jobs/adverts/1616638-it-trainer-somerset-west/?jobindex=9,IT,Permanent,Somerset West,Market Related,2019-11-08
Intermediate Java Developer," A distinguished gaming house, with a comfortable work atmosphere, is seeking a brilliant and inspired Java Developer to join their fast-growing team of tech lover.  Come and join this exiting team.",Communicate Cape Town IT,https://www.careers24.com/jobs/adverts/1625916-intermediate-java-developer-cape-town/?jobindex=10,IT,Permanent,Cape Town,R18 000.00+ Per Month,2019-11-08
QA," Senior Automation Engineer 

I have a Senior position available at a Global PeopleTech Startup based in Cape Town.

They use AI and advanced analytics to improve workplace culture and performance by using behavioural, neural and data science technology to improve employee experience in the workplace.

",Hi-Tech Recruitment - Johannesburg,https://www.careers24.com/jobs/adverts/1626053-qa-cape-town-northern-suburbs/?jobindex=11,IT,Permanent,Cape Town Northern Suburbs,R45 000.00 - R65 000.00 Per Month,2019-11-08
Solutions Architect - Web Platforms," SOLUTION ARCHITECT

Position Summary and Primary Objectives

Solution Architect: Technical Platform Services establishes and maintains value-stream aligned solution architect and business analysis capabilities, aligned to appropriate enterprise standar...",Recruit Digital,https://www.careers24.com/jobs/adverts/1625724-solutions-architect-web-platforms-johannesburg-cbd/?jobindex=12,IT,Permanent,Johannesburg CBD,Market Related,2019-11-07
3190: Specialist: Integration and Bridging (Post Level 10) (9 Months contract) (6920), Department Information and Communication  Technology Services Specialist: Integration and Bridging  (Post Level 10) (9 Months contract) Job ID: 3190,University of the Free State,https://www.careers24.com/jobs/adverts/1625723-3190-specialist-integration-and-bridging-post-level-10-9-months-contract-6920-bloemfontein/?jobindex=13,IT,Contract,Bloemfontein,R27 040.00 - R34 011.00 Per Month,
Sales Executive," PureGroup is a well-established National Telecoms and IT service provider, marketing its’ services to the commercial sector across South Africa.  Our Cape Town office seek mature, experienced well-presented women and men who are capable of negotiating ...",PureVoice,https://www.careers24.com/jobs/adverts/1625718-sales-executive-western-cape/?jobindex=14,"IT, Technology, Telecommunications",Contract,Western Cape,R10 000.00 - R30 000.00 Per Month (Negotiable),2019-11-07
